Unnamed: 0	path	genre	Act_Adv	Thr_Hor_Cri
0	frames\Action\06Its9LhIHQ\1196.jpg	Act_Adv	1	0
1	frames\Action\06Its9LhIHQ\1426.jpg	Act_Adv	1	0
1	frames/Action/06Its9LhIHQ/1426_aug.jpg	Act_Adv	1	0
2	frames\Action\06Its9LhIHQ\1656.jpg	Act_Adv	1	0
3	frames\Action\06Its9LhIHQ\1886.jpg	Act_Adv	1	0
4	frames\Action\06Its9LhIHQ\2116.jpg	Act_Adv	1	0
4	frames/Action/06Its9LhIHQ/2116_aug.jpg	Act_Adv	1	0
5	frames\Action\06Its9LhIHQ\2346.jpg	Act_Adv	1	0
6	frames\Action\06Its9LhIHQ\2576.jpg	Act_Adv	1	0
7	frames\Action\06Its9LhIHQ\276.jpg	Act_Adv	1	0
8	frames\Action\06Its9LhIHQ\2806.jpg	Act_Adv	1	0
9	frames\Action\06Its9LhIHQ\3036.jpg	Act_Adv	1	0
10	frames\Action\06Its9LhIHQ\46.jpg	Act_Adv	1	0
11	frames\Action\06Its9LhIHQ\506.jpg	Act_Adv	1	0
12	frames\Action\06Its9LhIHQ\736.jpg	Act_Adv	1	0
13	frames\Action\06Its9LhIHQ\966.jpg	Act_Adv	1	0
14	frames\Action\19u6S4Fqnss\1196.jpg	Act_Adv	1	0
14	frames/Action/19u6S4Fqnss/1196_aug.jpg	Act_Adv	1	0
15	frames\Action\19u6S4Fqnss\1426.jpg	Act_Adv	1	0
16	frames\Action\19u6S4Fqnss\1656.jpg	Act_Adv	1	0
17	frames\Action\19u6S4Fqnss\1886.jpg	Act_Adv	1	0
18	frames\Action\19u6S4Fqnss\2116.jpg	Act_Adv	1	0
19	frames\Action\19u6S4Fqnss\2346.jpg	Act_Adv	1	0
19	frames/Action/19u6S4Fqnss/2346_aug.jpg	Act_Adv	1	0
20	frames\Action\19u6S4Fqnss\2576.jpg	Act_Adv	1	0
21	frames\Action\19u6S4Fqnss\276.jpg	Act_Adv	1	0
22	frames\Action\19u6S4Fqnss\2806.jpg	Act_Adv	1	0
23	frames\Action\19u6S4Fqnss\46.jpg	Act_Adv	1	0
24	frames\Action\19u6S4Fqnss\506.jpg	Act_Adv	1	0
25	frames\Action\19u6S4Fqnss\736.jpg	Act_Adv	1	0
26	frames\Action\19u6S4Fqnss\966.jpg	Act_Adv	1	0
26	frames/Action/19u6S4Fqnss/966_aug.jpg	Act_Adv	1	0
27	frames\Action\2GLDqvA6tKI\1196.jpg	Act_Adv	1	0
28	frames\Action\2GLDqvA6tKI\1426.jpg	Act_Adv	1	0
28	frames/Action/2GLDqvA6tKI/1426_aug.jpg	Act_Adv	1	0
29	frames\Action\2GLDqvA6tKI\1656.jpg	Act_Adv	1	0
30	frames\Action\2GLDqvA6tKI\1886.jpg	Act_Adv	1	0
31	frames\Action\2GLDqvA6tKI\2116.jpg	Act_Adv	1	0
32	frames\Action\2GLDqvA6tKI\2346.jpg	Act_Adv	1	0
33	frames\Action\2GLDqvA6tKI\2576.jpg	Act_Adv	1	0
34	frames\Action\2GLDqvA6tKI\276.jpg	Act_Adv	1	0
35	frames\Action\2GLDqvA6tKI\2806.jpg	Act_Adv	1	0
36	frames\Action\2GLDqvA6tKI\3036.jpg	Act_Adv	1	0
37	frames\Action\2GLDqvA6tKI\3266.jpg	Act_Adv	1	0
38	frames\Action\2GLDqvA6tKI\46.jpg	Act_Adv	1	0
39	frames\Action\2GLDqvA6tKI\506.jpg	Act_Adv	1	0
40	frames\Action\2GLDqvA6tKI\736.jpg	Act_Adv	1	0
41	frames\Action\2GLDqvA6tKI\966.jpg	Act_Adv	1	0
42	frames\Action\3FPsMeQ6Ra4\1196.jpg	Act_Adv	1	0
43	frames\Action\3FPsMeQ6Ra4\1426.jpg	Act_Adv	1	0
44	frames\Action\3FPsMeQ6Ra4\1656.jpg	Act_Adv	1	0
45	frames\Action\3FPsMeQ6Ra4\1886.jpg	Act_Adv	1	0
46	frames\Action\3FPsMeQ6Ra4\2116.jpg	Act_Adv	1	0
47	frames\Action\3FPsMeQ6Ra4\2346.jpg	Act_Adv	1	0
47	frames/Action/3FPsMeQ6Ra4/2346_aug.jpg	Act_Adv	1	0
48	frames\Action\3FPsMeQ6Ra4\2576.jpg	Act_Adv	1	0
49	frames\Action\3FPsMeQ6Ra4\276.jpg	Act_Adv	1	0
50	frames\Action\3FPsMeQ6Ra4\2806.jpg	Act_Adv	1	0
51	frames\Action\3FPsMeQ6Ra4\3036.jpg	Act_Adv	1	0
52	frames\Action\3FPsMeQ6Ra4\3266.jpg	Act_Adv	1	0
53	frames\Action\3FPsMeQ6Ra4\46.jpg	Act_Adv	1	0
54	frames\Action\3FPsMeQ6Ra4\506.jpg	Act_Adv	1	0
55	frames\Action\3FPsMeQ6Ra4\736.jpg	Act_Adv	1	0
56	frames\Action\3FPsMeQ6Ra4\966.jpg	Act_Adv	1	0
57	frames\Action\3k9G5rq86PU\1196.jpg	Act_Adv	1	0
58	frames\Action\3k9G5rq86PU\1426.jpg	Act_Adv	1	0
59	frames\Action\3k9G5rq86PU\1656.jpg	Act_Adv	1	0
60	frames\Action\3k9G5rq86PU\1886.jpg	Act_Adv	1	0
61	frames\Action\3k9G5rq86PU\2116.jpg	Act_Adv	1	0
62	frames\Action\3k9G5rq86PU\2346.jpg	Act_Adv	1	0
62	frames/Action/3k9G5rq86PU/2346_aug.jpg	Act_Adv	1	0
63	frames\Action\3k9G5rq86PU\2576.jpg	Act_Adv	1	0
64	frames\Action\3k9G5rq86PU\276.jpg	Act_Adv	1	0
65	frames\Action\3k9G5rq86PU\2806.jpg	Act_Adv	1	0
66	frames\Action\3k9G5rq86PU\3036.jpg	Act_Adv	1	0
67	frames\Action\3k9G5rq86PU\46.jpg	Act_Adv	1	0
68	frames\Action\3k9G5rq86PU\506.jpg	Act_Adv	1	0
69	frames\Action\3k9G5rq86PU\736.jpg	Act_Adv	1	0
70	frames\Action\3k9G5rq86PU\966.jpg	Act_Adv	1	0
71	frames\Action\3VKQkg9cpio\1196.jpg	Act_Adv	1	0
72	frames\Action\3VKQkg9cpio\1426.jpg	Act_Adv	1	0
73	frames\Action\3VKQkg9cpio\1656.jpg	Act_Adv	1	0
74	frames\Action\3VKQkg9cpio\1886.jpg	Act_Adv	1	0
75	frames\Action\3VKQkg9cpio\2116.jpg	Act_Adv	1	0
76	frames\Action\3VKQkg9cpio\2346.jpg	Act_Adv	1	0
77	frames\Action\3VKQkg9cpio\276.jpg	Act_Adv	1	0
78	frames\Action\3VKQkg9cpio\46.jpg	Act_Adv	1	0
79	frames\Action\3VKQkg9cpio\506.jpg	Act_Adv	1	0
80	frames\Action\3VKQkg9cpio\736.jpg	Act_Adv	1	0
81	frames\Action\3VKQkg9cpio\966.jpg	Act_Adv	1	0
82	frames\Action\3ynO7Oaj2oY\1196.jpg	Act_Adv	1	0
83	frames\Action\3ynO7Oaj2oY\1426.jpg	Act_Adv	1	0
84	frames\Action\3ynO7Oaj2oY\1656.jpg	Act_Adv	1	0
85	frames\Action\3ynO7Oaj2oY\1886.jpg	Act_Adv	1	0
86	frames\Action\3ynO7Oaj2oY\276.jpg	Act_Adv	1	0
87	frames\Action\3ynO7Oaj2oY\46.jpg	Act_Adv	1	0
88	frames\Action\3ynO7Oaj2oY\506.jpg	Act_Adv	1	0
89	frames\Action\3ynO7Oaj2oY\736.jpg	Act_Adv	1	0
90	frames\Action\3ynO7Oaj2oY\966.jpg	Act_Adv	1	0
90	frames/Action/3ynO7Oaj2oY/966_aug.jpg	Act_Adv	1	0
91	frames\Action\4331uXY0nxA\1196.jpg	Act_Adv	1	0
92	frames\Action\4331uXY0nxA\1426.jpg	Act_Adv	1	0
92	frames/Action/4331uXY0nxA/1426_aug.jpg	Act_Adv	1	0
93	frames\Action\4331uXY0nxA\1656.jpg	Act_Adv	1	0
94	frames\Action\4331uXY0nxA\1886.jpg	Act_Adv	1	0
95	frames\Action\4331uXY0nxA\2116.jpg	Act_Adv	1	0
96	frames\Action\4331uXY0nxA\2346.jpg	Act_Adv	1	0
97	frames\Action\4331uXY0nxA\2576.jpg	Act_Adv	1	0
98	frames\Action\4331uXY0nxA\276.jpg	Act_Adv	1	0
99	frames\Action\4331uXY0nxA\2806.jpg	Act_Adv	1	0
100	frames\Action\4331uXY0nxA\3036.jpg	Act_Adv	1	0
101	frames\Action\4331uXY0nxA\46.jpg	Act_Adv	1	0
101	frames/Action/4331uXY0nxA/46_aug.jpg	Act_Adv	1	0
102	frames\Action\4331uXY0nxA\506.jpg	Act_Adv	1	0
103	frames\Action\4331uXY0nxA\736.jpg	Act_Adv	1	0
104	frames\Action\4331uXY0nxA\966.jpg	Act_Adv	1	0
105	frames\Action\4frYhsIGjJU\1196.jpg	Act_Adv	1	0
105	frames/Action/4frYhsIGjJU/1196_aug.jpg	Act_Adv	1	0
106	frames\Action\4frYhsIGjJU\1426.jpg	Act_Adv	1	0
107	frames\Action\4frYhsIGjJU\1656.jpg	Act_Adv	1	0
108	frames\Action\4frYhsIGjJU\1886.jpg	Act_Adv	1	0
108	frames/Action/4frYhsIGjJU/1886_aug.jpg	Act_Adv	1	0
109	frames\Action\4frYhsIGjJU\2116.jpg	Act_Adv	1	0
110	frames\Action\4frYhsIGjJU\2346.jpg	Act_Adv	1	0
111	frames\Action\4frYhsIGjJU\2576.jpg	Act_Adv	1	0
112	frames\Action\4frYhsIGjJU\276.jpg	Act_Adv	1	0
113	frames\Action\4frYhsIGjJU\2806.jpg	Act_Adv	1	0
114	frames\Action\4frYhsIGjJU\3036.jpg	Act_Adv	1	0
115	frames\Action\4frYhsIGjJU\3266.jpg	Act_Adv	1	0
116	frames\Action\4frYhsIGjJU\3496.jpg	Act_Adv	1	0
117	frames\Action\4frYhsIGjJU\46.jpg	Act_Adv	1	0
118	frames\Action\4frYhsIGjJU\506.jpg	Act_Adv	1	0
119	frames\Action\4frYhsIGjJU\736.jpg	Act_Adv	1	0
120	frames\Action\4frYhsIGjJU\966.jpg	Act_Adv	1	0
121	frames\Action\4uc2qplSyss\1196.jpg	Act_Adv	1	0
122	frames\Action\4uc2qplSyss\1426.jpg	Act_Adv	1	0
123	frames\Action\4uc2qplSyss\1656.jpg	Act_Adv	1	0
124	frames\Action\4uc2qplSyss\1886.jpg	Act_Adv	1	0
125	frames\Action\4uc2qplSyss\2116.jpg	Act_Adv	1	0
126	frames\Action\4uc2qplSyss\2346.jpg	Act_Adv	1	0
127	frames\Action\4uc2qplSyss\2576.jpg	Act_Adv	1	0
128	frames\Action\4uc2qplSyss\276.jpg	Act_Adv	1	0
129	frames\Action\4uc2qplSyss\2806.jpg	Act_Adv	1	0
130	frames\Action\4uc2qplSyss\3036.jpg	Act_Adv	1	0
131	frames\Action\4uc2qplSyss\3266.jpg	Act_Adv	1	0
132	frames\Action\4uc2qplSyss\3496.jpg	Act_Adv	1	0
133	frames\Action\4uc2qplSyss\3726.jpg	Act_Adv	1	0
134	frames\Action\4uc2qplSyss\3956.jpg	Act_Adv	1	0
135	frames\Action\4uc2qplSyss\4186.jpg	Act_Adv	1	0
136	frames\Action\4uc2qplSyss\46.jpg	Act_Adv	1	0
137	frames\Action\4uc2qplSyss\506.jpg	Act_Adv	1	0
138	frames\Action\4uc2qplSyss\736.jpg	Act_Adv	1	0
139	frames\Action\4uc2qplSyss\966.jpg	Act_Adv	1	0
140	frames\Action\73Pm3rkTzb0\1196.jpg	Act_Adv	1	0
141	frames\Action\73Pm3rkTzb0\1426.jpg	Act_Adv	1	0
142	frames\Action\73Pm3rkTzb0\1656.jpg	Act_Adv	1	0
143	frames\Action\73Pm3rkTzb0\1886.jpg	Act_Adv	1	0
144	frames\Action\73Pm3rkTzb0\2116.jpg	Act_Adv	1	0
145	frames\Action\73Pm3rkTzb0\2346.jpg	Act_Adv	1	0
146	frames\Action\73Pm3rkTzb0\2576.jpg	Act_Adv	1	0
147	frames\Action\73Pm3rkTzb0\276.jpg	Act_Adv	1	0
148	frames\Action\73Pm3rkTzb0\46.jpg	Act_Adv	1	0
149	frames\Action\73Pm3rkTzb0\506.jpg	Act_Adv	1	0
150	frames\Action\73Pm3rkTzb0\736.jpg	Act_Adv	1	0
151	frames\Action\73Pm3rkTzb0\966.jpg	Act_Adv	1	0
152	frames\Action\7iWEk7k_kio\1196.jpg	Act_Adv	1	0
153	frames\Action\7iWEk7k_kio\1426.jpg	Act_Adv	1	0
154	frames\Action\7iWEk7k_kio\1656.jpg	Act_Adv	1	0
155	frames\Action\7iWEk7k_kio\1886.jpg	Act_Adv	1	0
156	frames\Action\7iWEk7k_kio\2116.jpg	Act_Adv	1	0
157	frames\Action\7iWEk7k_kio\2346.jpg	Act_Adv	1	0
158	frames\Action\7iWEk7k_kio\2576.jpg	Act_Adv	1	0
159	frames\Action\7iWEk7k_kio\276.jpg	Act_Adv	1	0
160	frames\Action\7iWEk7k_kio\2806.jpg	Act_Adv	1	0
161	frames\Action\7iWEk7k_kio\3036.jpg	Act_Adv	1	0
162	frames\Action\7iWEk7k_kio\3266.jpg	Act_Adv	1	0
163	frames\Action\7iWEk7k_kio\3496.jpg	Act_Adv	1	0
164	frames\Action\7iWEk7k_kio\46.jpg	Act_Adv	1	0
165	frames\Action\7iWEk7k_kio\506.jpg	Act_Adv	1	0
166	frames\Action\7iWEk7k_kio\736.jpg	Act_Adv	1	0
167	frames\Action\7iWEk7k_kio\966.jpg	Act_Adv	1	0
168	frames\Action\8MnF5ok8llg\1196.jpg	Act_Adv	1	0
169	frames\Action\8MnF5ok8llg\1426.jpg	Act_Adv	1	0
